year	Fer	Fer	Fer	Fer	Fer	Fer	Fer	Fer	Fer	Fer	TChl	TChl	TChl	TChl	TChl	TChl	TChl	TChl	TChl	TChl	
	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	total	Arctic	N_Atl	N_Pac	Equ_N	Equ	Equ_S	SO_Atl	SO_Pac	SO_Ind	total	Arctic	N_Atl	N_Pac	Equ_N	Equ	Equ_S	SO_Atl	SO_Pac	SO_Ind	
1797	4.6002e-01	5.3411e-01	5.6920e-01	7.8300e-01	6.3867e-01	4.6666e-01	3.8244e-01	1.6713e-01	1.9885e-01	1.9109e-01	2.1716e+02	3.9317e+02	3.1917e+02	4.2189e+02	1.3402e+02	1.1623e+02	2.7416e+02	2.6489e+02	3.0891e+02	2.5538e+02	
1810	4.5847e-01	5.3283e-01	5.4153e-01	7.8075e-01	6.3858e-01	4.6648e-01	3.8095e-01	1.6594e-01	1.9601e-01	1.8963e-01	2.1981e+02	4.1604e+02	3.4233e+02	4.2003e+02	1.3390e+02	1.1724e+02	2.8023e+02	2.6300e+02	3.0460e+02	2.4978e+02	
1812	4.5882e-01	5.3283e-01	5.4079e-01	7.7997e-01	6.3969e-01	4.6750e-01	3.8094e-01	1.6557e-01	1.9538e-01	1.8927e-01	2.1912e+02	4.1874e+02	3.4714e+02	4.1941e+02	1.3423e+02	1.1750e+02	2.7705e+02	2.6267e+02	3.0362e+02	2.4869e+02	
1813	4.5866e-01	5.3322e-01	5.4086e-01	7.7971e-01	6.4009e-01	4.6669e-01	3.8103e-01	1.6520e-01	1.9534e-01	1.8910e-01	2.1910e+02	4.2346e+02	3.5027e+02	4.1874e+02	1.3493e+02	1.1735e+02	2.7575e+02	2.6222e+02	3.0372e+02	2.4896e+02	
1811	4.5909e-01	5.3324e-01	5.4107e-01	7.8042e-01	6.3906e-01	4.6694e-01	3.8258e-01	1.6552e-01	1.9557e-01	1.8947e-01	2.1930e+02	4.1712e+02	3.4435e+02	4.1961e+02	1.3496e+02	1.1755e+02	2.7741e+02	2.6269e+02	3.0417e+02	2.4910e+02	
1814	4.5830e-01	5.3274e-01	5.4099e-01	7.7930e-01	6.3951e-01	4.6688e-01	3.8001e-01	1.6518e-01	1.9541e-01	1.8876e-01	2.2027e+02	4.2313e+02	3.5263e+02	4.1912e+02	1.3440e+02	1.1757e+02	2.7996e+02	2.6184e+02	3.0409e+02	2.4896e+02	
1819	4.5857e-01	5.3230e-01	5.4134e-01	7.7839e-01	6.3980e-01	4.6815e-01	3.8035e-01	1.6452e-01	1.9391e-01	1.8800e-01	2.1988e+02	4.2972e+02	3.6388e+02	4.1789e+02	1.3483e+02	1.1814e+02	2.7727e+02	2.6133e+02	3.0197e+02	2.4663e+02	
1815	4.5890e-01	5.3289e-01	5.4107e-01	7.7899e-01	6.3981e-01	4.6717e-01	3.8167e-01	1.6510e-01	1.9536e-01	1.8840e-01	2.1998e+02	4.2383e+02	3.5462e+02	4.1870e+02	1.3520e+02	1.1759e+02	2.7836e+02	2.6165e+02	3.0408e+02	2.4838e+02	
1820	4.5834e-01	5.3166e-01	5.4115e-01	7.7812e-01	6.3978e-01	4.6789e-01	3.8018e-01	1.6417e-01	1.9393e-01	1.8769e-01	2.1923e+02	4.2941e+02	3.6567e+02	4.1806e+02	1.3392e+02	1.1815e+02	2.7562e+02	2.6101e+02	3.0187e+02	2.4615e+02	
1843	4.5755e-01	5.3254e-01	5.4128e-01	7.7109e-01	6.3814e-01	4.6936e-01	3.7992e-01	1.6138e-01	1.9011e-01	1.8361e-01	2.2038e+02	4.4358e+02	3.9828e+02	4.1158e+02	1.3358e+02	1.1992e+02	2.7739e+02	2.5814e+02	2.9468e+02	2.3813e+02	
1842	4.5715e-01	5.3199e-01	5.4125e-01	7.7160e-01	6.3791e-01	4.6928e-01	3.7899e-01	1.6156e-01	1.9011e-01	1.8371e-01	2.2122e+02	4.4258e+02	3.9717e+02	4.1284e+02	1.3363e+02	1.1966e+02	2.8066e+02	2.5806e+02	2.9486e+02	2.3849e+02	
1816	4.5847e-01	5.3225e-01	5.4106e-01	7.7885e-01	6.3927e-01	4.6689e-01	3.8117e-01	1.6501e-01	1.9509e-01	1.8816e-01	2.2022e+02	4.2498e+02	3.5718e+02	4.1863e+02	1.3408e+02	1.1778e+02	2.7948e+02	2.6165e+02	3.0371e+02	2.4769e+02	
